"from","to","pval","rep","Tmax","strength","effect"
"s3","s4",0.049,23,20,0.1,2.39852442685476
"s3","s5",0.202,23,20,0.1,0.89908841923331
"s4","s1",0.413,23,20,0.1,0.10268860678735
"s4","s2",0.01,23,20,0.1,1.42878781699669
"s4","s3",0.081,23,20,0.1,-0.52101734477255
"s4","s5",0.345,23,20,0.1,0.26084383670813
"s5","s1",0.18,23,20,0.1,1.2436639236693
"s5","s2",0.014,23,20,0.1,1.05154074497555
"s5","s3",0.4,23,20,0.1,-0.417696052007431
"s5","s4",0.287,23,20,0.1,0.5507807606162
"s1","s2",0.289,24,20,0.1,0.51794773987721
"s1","s3",0.149,24,20,0.1,-1.31544213569778
"s1","s4",0.396,24,20,0.1,-0.54505493688446
"s1","s5",0.471,24,20,0.1,0.0666110370016999
"s2","s1",0.085,24,20,0.1,1.32557406176999
"s2","s3",0.224,24,20,0.1,-0.58401867270364
"s2","s4",0.476,24,20,0.1,-0.0114623742936701
"s2","s5",0.052,24,20,0.1,1.32715750150841
"s3","s1",0.075,24,20,0.1,1.07085866869055
"s3","s2",0.258,24,20,0.1,0.59228548267845
"s3","s4",0.372,24,20,0.1,-0.19183782338785
"s3","s5",0.327,24,20,0.1,0.2824218053779
"s4","s1",0.27,24,20,0.1,0.74900593149904
"s4","s2",0.408,24,20,0.1,-0.1741488709253
"s4","s3",0.453,24,20,0.1,-0.11022941643037
"s4","s5",0.134,24,20,0.1,1.18448055402577
"s5","s1",0.488,24,20,0.1,-0.0651861270876299
"s5","s2",0.474,24,20,0.1,0.0808579935159099
"s5","s3",0.313,24,20,0.1,-0.32623407075924
"s5","s4",0.095,24,20,0.1,-0.889379648247689
"s1","s2",0.107,25,20,0.1,-0.48944164289599
"s1","s3",0.192,25,20,0.1,0.603127195918959
"s1","s4",0.068,25,20,0.1,-1.89041571109082
"s1","s5",0.096,25,20,0.1,1.85551404132093
"s2","s1",0.121,25,20,0.1,0.602247908645291
"s2","s3",0.279,25,20,0.1,-0.42189169968176
"s2","s4",0.164,25,20,0.1,-0.56449119922101
"s2","s5",0.361,25,20,0.1,-0.420360384656149
"s3","s1",0.268,25,20,0.1,0.58128172333277
"s3","s2",0.352,25,20,0.1,-0.1757103591763
"s3","s4",0.208,25,20,0.1,0.68145688842774
"s3","s5",0.275,25,20,0.1,-0.63543593102823
"s4","s1",0.397,25,20,0.1,-0.38370885088822
"s4","s2",0.38,25,20,0.1,0.19973259979972
"s4","s3",0.058,25,20,0.1,1.22251036500613
"s4","s5",0.434,25,20,0.1,0.26834668992835
"s5","s1",0.012,25,20,0.1,4.23415151160565
"s5","s2",0.382,25,20,0.1,0.23200551831968
"s5","s3",0.06,25,20,0.1,1.87251073948143
"s5","s4",0.489,25,20,0.1,-0.0426488752852698
"s1","s2",0.435,26,20,0.1,-0.0111324221107298
"s1","s3",0.425,26,20,0.1,-0.15571389412369
"s1","s4",0.374,26,20,0.1,0.313404417539959
"s1","s5",0.334,26,20,0.1,0.31437653128219
"s2","s1",0.366,26,20,0.1,-0.32597435458466
"s2","s3",0.086,26,20,0.1,-1.56298311932406
"s2","s4",0.5,26,20,0.1,-0.00224224899964964
"s2","s5",0.291,26,20,0.1,-0.6022526612532
"s3","s1",0.469,26,20,0.1,0.0450691409095398
"s3","s2",0.371,26,20,0.1,-0.172300917254
"s3","s4",0.352,26,20,0.1,-0.35097361036225
"s3","s5",0.295,26,20,0.1,-0.23589095274138
"s4","s1",0.184,26,20,0.1,0.71067109896938
"s4","s2",0.291,26,20,0.1,0.33237457508615
"s4","s3",0.03,26,20,0.1,-1.6210217050349
"s4","s5",0.459,26,20,0.1,-0.0866396851218605
"s5","s1",0.121,26,20,0.1,-1.83587857527258
"s5","s2",0.185,26,20,0.1,0.85584804004243
"s5","s3",0.16,26,20,0.1,-0.44274916652368
"s5","s4",0.176,26,20,0.1,-0.92271880338555
"s1","s2",0.313,27,20,0.1,-0.28384614617404
"s1","s3",0.038,27,20,0.1,1.31333173451524
"s1","s4",0.399,27,20,0.1,-0.16527766114629
"s1","s5",0.062,27,20,0.1,-2.10434743325385
"s2","s1",0.037,27,20,0.1,-1.60420473040259
"s2","s3",0.242,27,20,0.1,-0.38757868201808
"s2","s4",0.277,27,20,0.1,-0.46805482797128
"s2","s5",0.46,27,20,0.1,0.17212338932382
"s3","s1",0.445,27,20,0.1,-0.20648977067757
"s3","s2",0.443,27,20,0.1,-0.14293739752302
"s3","s4",0.482,27,20,0.1,-0.0454580860521401
"s3","s5",0.266,27,20,0.1,-0.52532340966663
"s4","s1",0.06,27,20,0.1,1.91371342464068
"s4","s2",0.174,27,20,0.1,-1.04337914960387
"s4","s3",0.438,27,20,0.1,0.19885589215269
"s4","s5",0.145,27,20,0.1,1.10675824222438
"s5","s1",0.496,27,20,0.1,-0.01745208084207
"s5","s2",0.391,27,20,0.1,0.34790665344668
"s5","s3",0.191,27,20,0.1,-0.79651307128527
"s5","s4",0.058,27,20,0.1,1.09803580897411
"s1","s2",0.436,28,20,0.1,-0.14680418132864
"s1","s3",0.048,28,20,0.1,-1.69777721282731
"s1","s4",0.054,28,20,0.1,-0.85503782885006
"s1","s5",0.096,28,20,0.1,-0.85581494084858
"s2","s1",0.026,28,20,0.1,-1.59503080306149
"s2","s3",0.429,28,20,0.1,0.0761589084513803
"s2","s4",0.439,28,20,0.1,-0.14172520421248
"s2","s5",0.071,28,20,0.1,1.50386347180765
"s3","s1",0.158,28,20,0.1,1.06372240824272
"s3","s2",0.241,28,20,0.1,0.791167550494861
"s3","s4",0.456,28,20,0.1,-0.0594302953173997
"s3","s5",0.105,28,20,0.1,-0.62181666109855
"s4","s1",0.248,28,20,0.1,-0.6387160633112
"s4","s2",0.443,28,20,0.1,0.15762853829751
"s4","s3",0.314,28,20,0.1,-0.25806553922341
"s4","s5",0.021,28,20,0.1,1.08367091570993
"s5","s1",0.013,28,20,0.1,1.80334231473921
"s5","s2",0.236,28,20,0.1,0.91588950840165
"s5","s3",0.36,28,20,0.1,-0.25673116514312
"s5","s4",0.326,28,20,0.1,0.42643784652341
"s1","s2",0.361,29,20,0.1,0.15189073716462
"s1","s3",0.138,29,20,0.1,-0.6823968634863
"s1","s4",0.408,29,20,0.1,-0.1094103966617
"s1","s5",0.334,29,20,0.1,-0.59986224006091
"s2","s1",0.369,29,20,0.1,-0.35218364803602
"s2","s3",0.395,29,20,0.1,0.16150021503788
"s2","s4",0.064,29,20,0.1,-0.77862308048914
"s2","s5",0.386,29,20,0.1,0.0995770179068702
"s3","s1",0.066,29,20,0.1,-1.63301757478261
"s3","s2",0.034,29,20,0.1,1.15037797267738
"s3","s4",0.161,29,20,0.1,-0.63051868933577
"s3","s5",0.281,29,20,0.1,-0.81593852571344
"s4","s1",0.345,29,20,0.1,0.33755850144491
"s4","s2",0.017,29,20,0.1,-1.9958450995674
"s4","s3",0.135,29,20,0.1,-0.7934364395963
"s4","s5",0.143,29,20,0.1,-0.70320274689221
"s5","s1",0.498,29,20,0.1,0.00244516285629004
"s5","s2",0.039,29,20,0.1,1.3433086099694
"s5","s3",0.275,29,20,0.1,-0.59991115846723
"s5","s4",0.32,29,20,0.1,0.53859336320193
"s1","s2",0.006,30,20,0.1,-1.77846074488881
"s1","s3",0.49,30,20,0.1,0.0275813535856702
"s1","s4",0.434,30,20,0.1,0.11459813662239
"s1","s5",0.269,30,20,0.1,0.69711586297933
"s2","s1",0.222,30,20,0.1,0.82162291553577
"s2","s3",0.264,30,20,0.1,-0.62845977415661
"s2","s4",0.207,30,20,0.1,-0.47699936626565
"s2","s5",0.452,30,20,0.1,0.0753652332023194
"s3","s1",0.171,30,20,0.1,0.75569672076125
"s3","s2",0.04,30,20,0.1,-1.45567466597085
"s3","s4",0.234,30,20,0.1,-0.8162187897322
"s3","s5",0.349,30,20,0.1,-0.25466813704756
"s4","s1",0.309,30,20,0.1,-0.33912612700783
"s4","s2",0.078,30,20,0.1,1.06786005369625
"s4","s3",0.18,30,20,0.1,0.64491738683101
"s4","s5",0.269,30,20,0.1,0.38798043742911
"s5","s1",0.258,30,20,0.1,0.35084494926189
"s5","s2",0.207,30,20,0.1,1.35090152492258
"s5","s3",0.13,30,20,0.1,0.68668751285214
"s5","s4",0.218,30,20,0.1,0.61421737157601
"s1","s2",0.039,1,20,0.2,-1.80819827905293
"s1","s3",0.282,1,20,0.2,0.393505312166869
"s1","s4",0.303,1,20,0.2,-0.45754287173035
"s1","s5",0.277,1,20,0.2,-0.62991503447103
"s2","s1",0.001,1,20,0.2,2.15813917905296
"s2","s3",0.233,1,20,0.2,0.7074760560446
"s2","s4",0.233,1,20,0.2,-0.58657120281807
"s2","s5",0.283,1,20,0.2,0.90684461726576
"s3","s1",0.172,1,20,0.2,-0.99682602676333
"s3","s2",0.336,1,20,0.2,-0.41782976618333
"s3","s4",0.261,1,20,0.2,-0.4285367554268
"s3","s5",0.171,1,20,0.2,-1.00919319340397
"s4","s1",0.024,1,20,0.2,1.27411271436726
"s4","s2",0.499,1,20,0.2,-0.0110610677504903
"s4","s3",0.454,1,20,0.2,-0.10395166200078
"s4","s5",0.025,1,20,0.2,-1.15399512286367
"s5","s1",0.313,1,20,0.2,0.61328222517484
"s5","s2",0.464,1,20,0.2,0.07490333017856
"s5","s3",0.135,1,20,0.2,0.57267951426869
"s5","s4",0.237,1,20,0.2,0.38314484152213
"s1","s2",0.243,2,20,0.2,-0.41549701819838
"s1","s3",0.481,2,20,0.2,0.0061269653318603
"s1","s4",0.128,2,20,0.2,0.56482805338758
"s1","s5",0.05,2,20,0.2,0.81380484427175
"s2","s1",0.078,2,20,0.2,0.81147358536746
"s2","s3",0.019,2,20,0.2,-1.01197438841772
"s2","s4",0.001,2,20,0.2,-2.75635913723239
"s2","s5",0.107,2,20,0.2,0.66201372412267
"s3","s1",0.073,2,20,0.2,0.93512986968936
"s3","s2",0.028,2,20,0.2,0.90801906276286
"s3","s4",0.002,2,20,0.2,-2.34438059074379
"s3","s5",0.158,2,20,0.2,-1.15749964561795
"s4","s1",0.185,2,20,0.2,0.52227929878511
"s4","s2",0.185,2,20,0.2,-0.78188650226658
"s4","s3",0.242,2,20,0.2,-0.51530193409784
"s4","s5",0.009,2,20,0.2,2.06686086181205
"s5","s1",0.047,2,20,0.2,1.12638852316916
"s5","s2",0.322,2,20,0.2,0.24429913291114
"s5","s3",0.496,2,20,0.2,-0.0166009381089296
"s5","s4",0.077,2,20,0.2,-1.51126661821935
"s1","s2",0.054,3,20,0.2,-1.06861667148636
"s1","s3",0.429,3,20,0.2,-0.281378187025489
"s1","s4",0.058,3,20,0.2,-0.97864685320819
"s1","s5",0.214,3,20,0.2,0.84001509827433
"s2","s1",0.023,3,20,0.2,1.28217345287972
"s2","s3",0.461,3,20,0.2,0.05346075475624
"s2","s4",0.024,3,20,0.2,-1.62508533051645
"s2","s5",0.46,3,20,0.2,-0.0464335330436003
"s3","s1",0.407,3,20,0.2,-0.16730503913399
"s3","s2",0.323,3,20,0.2,-0.41834633841371
"s3","s4",0.224,3,20,0.2,1.29803105910313
"s3","s5",0.019,3,20,0.2,-1.55029242753832
"s4","s1",0.228,3,20,0.2,-0.64387785493153
"s4","s2",0.027,3,20,0.2,-1.26555406611128
"s4","s3",0.039,3,20,0.2,1.03642299698246
"s4","s5",0.055,3,20,0.2,0.86987118245733
"s5","s1",0.131,3,20,0.2,0.71858376018897
"s5","s2",0.089,3,20,0.2,1.6456289664185
"s5","s3",0.006,3,20,0.2,-2.52315815457739
"s5","s4",0.206,3,20,0.2,-0.85729860668136
"s1","s2",0.102,4,20,0.2,0.74714864270942
"s1","s3",0.293,4,20,0.2,-0.4481682512072
"s1","s4",0.078,4,20,0.2,1.35620860173912
"s1","s5",0.161,4,20,0.2,-0.59890970071496
"s2","s1",0.476,4,20,0.2,0.0982284266468199
"s2","s3",0.194,4,20,0.2,-0.63137223911932
"s2","s4",0.043,4,20,0.2,-1.00418150720568
"s2","s5",0.478,4,20,0.2,-0.0536446022070995
"s3","s1",0.118,4,20,0.2,-0.89202313116461
"s3","s2",0.086,4,20,0.2,0.68018699571878
"s3","s4",0.091,4,20,0.2,0.81554593316722
"s3","s5",0.052,4,20,0.2,-0.70772972349327
"s4","s1",0.016,4,20,0.2,-0.97490070363678
"s4","s2",0.323,4,20,0.2,-0.44169884062361
"s4","s3",0.018,4,20,0.2,1.55574009399672
"s4","s5",0.294,4,20,0.2,0.67049571872563
"s5","s1",0.32,4,20,0.2,-0.30189404442968
"s5","s2",0.362,4,20,0.2,0.22118241162609
"s5","s3",0.089,4,20,0.2,-1.17756319578834
"s5","s4",0.229,4,20,0.2,-0.6905573790864
"s1","s2",0.003,5,20,0.2,-2.1172520538421
"s1","s3",0.347,5,20,0.2,0.2928613136768
"s1","s4",0.347,5,20,0.2,-0.41526943069222
"s1","s5",0.209,5,20,0.2,0.54545299605485
"s2","s1",0.452,5,20,0.2,0.0619205038717201
"s2","s3",0.178,5,20,0.2,-0.41115887329476
"s2","s4",0.192,5,20,0.2,-0.3414149986987
"s2","s5",0.457,5,20,0.2,0.10616717551492
"s3","s1",0.06,5,20,0.2,-1.15320390366634
"s3","s2",0.448,5,20,0.2,-0.134185643043961
"s3","s4",0.274,5,20,0.2,-0.4611526066619
"s3","s5",0.335,5,20,0.2,-0.29988329613722
"s4","s1",0.175,5,20,0.2,0.449069996792
"s4","s2",0.083,5,20,0.2,0.63691323534372
"s4","s3",0.277,5,20,0.2,0.37075954882855
"s4","s5",0.354,5,20,0.2,-0.2608997291594
"s5","s1",0.11,5,20,0.2,0.60400487193194
"s5","s2",0.128,5,20,0.2,0.7625342305108
"s5","s3",0.327,5,20,0.2,0.22733365643971
"s5","s4",0.293,5,20,0.2,0.33037705458597
"s1","s2",0.103,6,20,0.2,1.04872123991999
"s1","s3",0.103,6,20,0.2,1.01377002822568
"s1","s4",0.091,6,20,0.2,0.83448160420813
"s1","s5",0.007,6,20,0.2,-2.650476090266
"s2","s1",0.037,6,20,0.2,-1.19899729965992
"s2","s3",0.441,6,20,0.2,-0.0614848163355002
"s2","s4",0.158,6,20,0.2,-0.8512815875315
"s2","s5",0.028,6,20,0.2,-1.38329914229943
"s3","s1",0.481,6,20,0.2,-0.0268607611758198
"s3","s2",0.307,6,20,0.2,0.31151689487982
"s3","s4",0.114,6,20,0.2,0.69691921514159
"s3","s5",0.044,6,20,0.2,-1.75209877162122
"s4","s1",0.213,6,20,0.2,-0.73391542381466
"s4","s2",0.456,6,20,0.2,0.0463307389127601
"s4","s3",0.205,6,20,0.2,0.58080626567655
"s4","s5",0.107,6,20,0.2,1.0214730610637
"s5","s1",0.121,6,20,0.2,-1.63333363285701
"s5","s2",0.488,6,20,0.2,-0.0642940064236104
"s5","s3",0.282,6,20,0.2,-0.76159110391629
"s5","s4",0.467,6,20,0.2,-0.14765083969581
"s1","s2",0.004,7,20,0.2,-2.17986749377003
"s1","s3",0.002,7,20,0.2,-3.23998676535538
"s1","s4",0.368,7,20,0.2,0.273428949263709
"s1","s5",0.492,7,20,0.2,0.11499263085511
"s2","s1",0.099,7,20,0.2,1.10333062965439
"s2","s3",0.011,7,20,0.2,-1.11878421399263
"s2","s4",0.303,7,20,0.2,-0.35049940141828
"s2","s5",0.364,7,20,0.2,-0.52352222702002
"s3","s1",0.067,7,20,0.2,-1.43686170668186
"s3","s2",0.04,7,20,0.2,-1.2245485763601
"s3","s4",0.49,7,20,0.2,-0.00902456900971993
"s3","s5",0.18,7,20,0.2,-0.89359500186247
"s4","s1",0.164,7,20,0.2,-0.76683678060999
"s4","s2",0.296,7,20,0.2,0.33481877113667
"s4","s3",0.012,7,20,0.2,-1.51076751634678
"s4","s5",0.022,7,20,0.2,-3.3450855476262
"s5","s1",0.206,7,20,0.2,1.7110079595362
"s5","s2",0.112,7,20,0.2,1.8064778300363
"s5","s3",0.173,7,20,0.2,1.72421003243185
"s5","s4",0.115,7,20,0.2,0.89433932622057
"s1","s2",0.461,8,20,0.2,-0.1216745650314
"s1","s3",0.117,8,20,0.2,-0.7649335919015
"s1","s4",0.265,8,20,0.2,0.58208154270255
"s1","s5",0.267,8,20,0.2,0.50640046039823
"s2","s1",0.162,8,20,0.2,-0.86352172910918
"s2","s3",0.442,8,20,0.2,0.15714415305185
"s2","s4",0.023,8,20,0.2,-0.8188369138448
"s2","s5",0.003,8,20,0.2,-2.36811415440312
"s3","s1",0.287,8,20,0.2,0.37963030715696
"s3","s2",0.083,8,20,0.2,-0.99969698896575
"s3","s4",0.034,8,20,0.2,-1.77006911487158
"s3","s5",0.379,8,20,0.2,-0.20016019886843
"s4","s1",0.044,8,20,0.2,1.63147527181532
"s4","s2",0.076,8,20,0.2,1.16247307901505
"s4","s3",0.074,8,20,0.2,-1.36109606474817
"s4","s5",0.165,8,20,0.2,0.78147863855437
"s5","s1",0.41,8,20,0.2,0.144502152279481
"s5","s2",0.028,8,20,0.2,-1.23787777651383
"s5","s3",0.041,8,20,0.2,1.28205576051486
"s5","s4",0.343,8,20,0.2,0.44139220120708
"s1","s2",0.031,9,20,0.2,-1.45196113254829
"s1","s3",0.414,9,20,0.2,-0.26589858082377
"s1","s4",0.25,9,20,0.2,0.79196931968151
"s1","s5",0.379,9,20,0.2,-0.19209034908425
"s2","s1",0.439,9,20,0.2,-0.09811463110987
"s2","s3",0.338,9,20,0.2,0.29154438567732
"s2","s4",0.062,9,20,0.2,-0.55217957735576
"s2","s5",0.117,9,20,0.2,-1.28163203730097
"s3","s1",0.443,9,20,0.2,0.13214846623758
"s3","s2",0.284,9,20,0.2,0.59932855377261
"s3","s4",0.179,9,20,0.2,-0.843887630156539
"s3","s5",0.407,9,20,0.2,0.27299487774088
"s4","s1",0.016,9,20,0.2,-2.5029003570674
"s4","s2",0.153,9,20,0.2,0.56893375348259
"s4","s3",0.421,9,20,0.2,-0.0565028896690198
"s4","s5",0.107,9,20,0.2,-1.14465996763458
"s5","s1",0.207,9,20,0.2,-0.46434617224864
"s5","s2",0.227,9,20,0.2,0.51401765187251
"s5","s3",0.007,9,20,0.2,1.46402284685392
"s5","s4",0.203,9,20,0.2,1.35405946237746
"s1","s2",0.015,10,20,0.2,-2.29499477895963
"s1","s3",0.429,10,20,0.2,-0.0861416375597699
"s1","s4",0.14,10,20,0.2,0.76325849404767
"s1","s5",0.354,10,20,0.2,-0.29318767801644
"s2","s1",0.001,10,20,0.2,2.5067252240919
"s2","s3",0.001,10,20,0.2,-1.48780236849151
"s2","s4",0.056,10,20,0.2,-0.9592319541729
"s2","s5",0.501,10,20,0.2,0
"s3","s1",0.325,10,20,0.2,0.37526196874444
"s3","s2",0.418,10,20,0.2,-0.16514445419011
"s3","s4",0.514,10,20,0.2,0
"s3","s5",0.071,10,20,0.2,-1.04905798206358
"s4","s1",0.32,10,20,0.2,0.13676874081085
"s4","s2",0.271,10,20,0.2,0.35794928548725
"s4","s3",0.042,10,20,0.2,1.11720580729454
"s4","s5",0.109,10,20,0.2,-1.05664379837566
"s5","s1",0.477,10,20,0.2,-0.0692999439180499
"s5","s2",0.245,10,20,0.2,-0.35903780084081
"s5","s3",0.417,10,20,0.2,-0.09178856584911
"s5","s4",0.293,10,20,0.2,-0.75555700843923
"s1","s2",0.055,11,20,0.2,-1.48201907006713
"s1","s3",0.393,11,20,0.2,-0.32741555275299
"s1","s4",0.129,11,20,0.2,-1.24359637793656
"s1","s5",0.152,11,20,0.2,0.58654298299726
"s2","s1",0.378,11,20,0.2,0.28558421524618
"s2","s3",0.243,11,20,0.2,-0.47283449306441
"s2","s4",0.001,11,20,0.2,-3.37145171902524
"s2","s5",0.068,11,20,0.2,-1.4141788649554
"s3","s1",0.349,11,20,0.2,-0.536150700535839
"s3","s2",0.481,11,20,0.2,0.0320948247171993
"s3","s4",0.187,11,20,0.2,-0.50465416972924
"s3","s5",0.356,11,20,0.2,0.24240647554902
"s4","s1",0.416,11,20,0.2,0.27163519485977
"s4","s2",0.04,11,20,0.2,1.56486001961034
"s4","s3",0.169,11,20,0.2,0.6192882518575
"s4","s5",0.107,11,20,0.2,1.10564302205624
"s5","s1",0.03,11,20,0.2,0.89637607818607
"s5","s2",0.412,11,20,0.2,-0.328431340148319
"s5","s3",0.113,11,20,0.2,-0.5661651800114
"s5","s4",0.379,11,20,0.2,0.39611539641915
"s1","s2",0.264,12,20,0.2,0.44513485115693
"s1","s3",0.232,12,20,0.2,0.27296043296349
"s1","s4",0.221,12,20,0.2,-0.76274147579077
"s1","s5",0.373,12,20,0.2,-0.41954221530169
"s2","s1",0.029,12,20,0.2,2.19158724227445
"s2","s3",0.067,12,20,0.2,-0.83439022607283
"s2","s4",0.007,12,20,0.2,-1.32695524900318
"s2","s5",0.473,12,20,0.2,0.0445130917194101
"s3","s1",0.406,12,20,0.2,0.18292394222027
"s3","s2",0.454,12,20,0.2,0.0510671470908499
"s3","s4",0.383,12,20,0.2,-0.18346959218969
"s3","s5",0.169,12,20,0.2,0.604610840435299
"s4","s1",0.132,12,20,0.2,-0.68265285119379
"s4","s2",0.439,12,20,0.2,-0.0902504296892301
"s4","s3",0.159,12,20,0.2,-0.49640392491476
"s4","s5",0.134,12,20,0.2,0.906335388578579
"s5","s1",0.21,12,20,0.2,-1.75342723903061
"s5","s2",0.203,12,20,0.2,0.24053055935072
"s5","s3",0.381,12,20,0.2,-0.14992416060873
"s5","s4",0.125,12,20,0.2,0.87204498581696
"s1","s2",0.006,13,20,0.2,-1.44761955511755
"s1","s3",0.491,13,20,0.2,0.0232187087215001
"s1","s4",0.129,13,20,0.2,-0.53369769477517
"s1","s5",0.28,13,20,0.2,0.31378513267522
"s2","s1",0.479,13,20,0.2,0.0266082400332204
"s2","s3",0.157,13,20,0.2,0.47974012109003
"s2","s4",0.221,13,20,0.2,-0.62528974908758
"s2","s5",0.04,13,20,0.2,-1.12929854520709
"s3","s1",0.083,13,20,0.2,0.71827152855135
"s3","s2",0.33,13,20,0.2,-0.21870150925147
"s3","s4",0.102,13,20,0.2,-1.29473781903843
"s3","s5",0.38,13,20,0.2,0.15726283919181
"s4","s1",0.001,13,20,0.2,1.81341635545688
"s4","s2",0.004,13,20,0.2,-1.44678809426746
"s4","s3",0.013,13,20,0.2,-1.0871564467726
"s4","s5",0.028,13,20,0.2,-1.36819797365947
"s5","s1",0.038,13,20,0.2,-1.24803202990133
"s5","s2",0.471,13,20,0.2,-0.0704001350511096
"s5","s3",0.16,13,20,0.2,-0.53499199257649
"s5","s4",0.131,13,20,0.2,-1.00744167580658
"s1","s2",0.005,14,20,0.2,-1.38995724029358
"s1","s3",0.311,14,20,0.2,0.25788269281783
"s1","s4",0.138,14,20,0.2,-0.97613233166785
"s1","s5",0.221,14,20,0.2,-0.49478634884942
"s2","s1",0.385,14,20,0.2,0.34001601762711
"s2","s3",0.074,14,20,0.2,-0.68925729211168
"s2","s4",0.005,14,20,0.2,-1.90001877514002
"s2","s5",0.055,14,20,0.2,-1.13795527417968
"s3","s1",0.226,14,20,0.2,-0.5232008162276
"s3","s2",0.183,14,20,0.2,-0.52259508340539
"s3","s4",0.398,14,20,0.2,-0.20448529687765
"s3","s5",0.455,14,20,0.2,0.0876443611686404
"s4","s1",0.148,14,20,0.2,0.73840995335265
"s4","s2",0.059,14,20,0.2,-1.59221682527653
"s4","s3",0.359,14,20,0.2,0.2921206021918
"s4","s5",0.049,14,20,0.2,-1.07196692408621
"s5","s1",0.336,14,20,0.2,0.43890500890537
"s5","s2",0.259,14,20,0.2,-0.42443866822487
"s5","s3",0.491,14,20,0.2,0.00435665626591986
"s5","s4",0.174,14,20,0.2,1.01565323289631
"s1","s2",0.035,15,20,0.2,-1.44037773515653
"s1","s3",0.204,15,20,0.2,0.64084376244352
"s1","s4",0.346,15,20,0.2,0.66411652945477
"s1","s5",0.32,15,20,0.2,0.13225785413323
"s2","s1",0.4,15,20,0.2,-0.21554309230183
"s2","s3",0.457,15,20,0.2,-0.0987068796216199
"s2","s4",0.1,15,20,0.2,0.66752063253626
"s2","s5",0.133,15,20,0.2,0.53633591290798
"s3","s1",0.221,15,20,0.2,0.5285035404668
"s3","s2",0.133,15,20,0.2,-0.40612007361284
"s3","s4",0.449,15,20,0.2,0.12048725239445
"s3","s5",0.331,15,20,0.2,0.68395852326801
"s4","s1",0.268,15,20,0.2,0.52701436353243
"s4","s2",0.384,15,20,0.2,-0.17460601962172
"s4","s3",0.201,15,20,0.2,-1.11401969273164
"s4","s5",0.283,15,20,0.2,0.744756997665061
"s5","s1",0.391,15,20,0.2,-0.77787807196669
"s5","s2",0.153,15,20,0.2,-1.5052485885402
"s5","s3",0.101,15,20,0.2,1.17966693311578
"s5","s4",0.192,15,20,0.2,0.49664528519505
"s1","s2",0.2,16,20,0.2,0.54874605685736
"s1","s3",0.219,16,20,0.2,-0.37334173014009
"s1","s4",0.331,16,20,0.2,-0.27196546602359
"s1","s5",0.164,16,20,0.2,0.64355831941345
"s2","s1",0.311,16,20,0.2,0.32905817084804
"s2","s3",0.178,16,20,0.2,-0.50547482767404
"s2","s4",0.209,16,20,0.2,-0.89616631403399
"s2","s5",0.288,16,20,0.2,0.3406331149952
"s3","s1",0.197,16,20,0.2,0.27837844558148
"s3","s2",0.412,16,20,0.2,0.09236133089026
"s3","s4",0.494,16,20,0.2,0.00442417549044016
"s3","s5",0.202,16,20,0.2,-0.46329139405074
"s4","s1",0.123,16,20,0.2,-0.62576496805138
"s4","s2",0.203,16,20,0.2,0.24584758785066
"s4","s3",0.222,16,20,0.2,0.42581666814714
"s4","s5",0.079,16,20,0.2,-0.84750584577606
"s5","s1",0.288,16,20,0.2,-0.22785757845338
"s5","s2",0.319,16,20,0.2,-0.22468957283894
"s5","s3",0.384,16,20,0.2,-0.20032799906591
"s5","s4",0.188,16,20,0.2,1.01176148970097
"s1","s2",0.013,17,20,0.2,-2.31699797718751
"s1","s3",0.195,17,20,0.2,0.28643069830045
"s1","s4",0.201,17,20,0.2,-0.47268247541141
"s1","s5",0.435,17,20,0.2,0.17706043521221
"s2","s1",0.445,17,20,0.2,-0.10227886869011
"s2","s3",0.019,17,20,0.2,1.32913882863105
"s2","s4",0.001,17,20,0.2,-2.45000369432038
"s2","s5",0.096,17,20,0.2,0.85250429331733
"s3","s1",0.124,17,20,0.2,1.18533675761176
"s3","s2",0.463,17,20,0.2,-0.0900037278204397
"s3","s4",0.137,17,20,0.2,-0.43900790133882
"s3","s5",0.016,17,20,0.2,-1.50240668104969
"s4","s1",0.267,17,20,0.2,-0.76531470924764
"s4","s2",0.299,17,20,0.2,0.494994860056011
"s4","s3",0.123,17,20,0.2,0.38432488664169
"s4","s5",0.227,17,20,0.2,0.84029136998148
"s5","s1",0.417,17,20,0.2,0.21144326370511
"s5","s2",0.03,17,20,0.2,1.89485350933593
"s5","s3",0.387,17,20,0.2,0.27114893405618
"s5","s4",0.215,17,20,0.2,0.711253514698799
"s1","s2",0.007,18,20,0.2,-1.45522622164591
"s1","s3",0.446,18,20,0.2,-0.20599326060841
"s1","s4",0.35,18,20,0.2,0.219044881118
"s1","s5",0.421,18,20,0.2,0.13342989801713
"s2","s1",0.09,18,20,0.2,0.78702664921677
"s2","s3",0.123,18,20,0.2,-0.668989991117
"s2","s4",0.487,18,20,0.2,-0.02022123828641
"s2","s5",0.067,18,20,0.2,-0.717953991152
"s3","s1",0.056,18,20,0.2,-1.0849802951841
"s3","s2",0.441,18,20,0.2,-0.10218049458076
"s3","s4",0.462,18,20,0.2,0.13688389880486
"s3","s5",0.237,18,20,0.2,0.50991969642281
"s4","s1",0.068,18,20,0.2,0.955103168216979
"s4","s2",0.436,18,20,0.2,0.13776894244508
"s4","s3",0.032,18,20,0.2,-2.07411533507649
"s4","s5",0.142,18,20,0.2,-0.657210092191649
