"from","to","pval","rep","Tmax","strength","effect"
"s3","s1",0.411,26,20,0.01,-0.31354128800296
"s3","s2",0.166,26,20,0.01,0.64268068171822
"s3","s4",0.119,26,20,0.01,0.50320179315027
"s3","s5",0.475,26,20,0.01,-0.02817432171013
"s4","s1",0.22,26,20,0.01,0.27141547360999
"s4","s2",0.333,26,20,0.01,0.34600995298185
"s4","s3",0.276,26,20,0.01,0.89966089942756
"s4","s5",0.505,26,20,0.01,0
"s5","s1",0.443,26,20,0.01,0.18002132735157
"s5","s2",0.223,26,20,0.01,0.498398371976839
"s5","s3",0.045,26,20,0.01,-0.88707718595178
"s5","s4",0.239,26,20,0.01,0.46838588020272
"s1","s2",0.396,27,20,0.01,0.1535567711552
"s1","s3",0.033,27,20,0.01,1.36473483450172
"s1","s4",0.372,27,20,0.01,0.18287462810257
"s1","s5",0.279,27,20,0.01,-0.44879769867004
"s2","s1",0.27,27,20,0.01,-0.53603279658839
"s2","s3",0.474,27,20,0.01,0.18611903691592
"s2","s4",0.092,27,20,0.01,0.63619736749542
"s2","s5",0.414,27,20,0.01,0.16891763637882
"s3","s1",0.115,27,20,0.01,-0.75981092217663
"s3","s2",0.26,27,20,0.01,-0.68077986244811
"s3","s4",0.236,27,20,0.01,0.44873299443886
"s3","s5",0.169,27,20,0.01,-0.86027574534685
"s4","s1",0.366,27,20,0.01,-0.25692778584993
"s4","s2",0.183,27,20,0.01,-0.50147262008109
"s4","s3",0.334,27,20,0.01,-0.27649926797388
"s4","s5",0.35,27,20,0.01,-0.31818152176762
"s5","s1",0.113,27,20,0.01,0.82198649857734
"s5","s2",0.01,27,20,0.01,-1.45814519032925
"s5","s3",0.245,27,20,0.01,0.26526533691692
"s5","s4",0.372,27,20,0.01,-0.26807085269566
"s1","s2",0.458,28,20,0.01,0.0839503629313993
"s1","s3",0.376,28,20,0.01,-0.1875545464282
"s1","s4",0.172,28,20,0.01,1.57086405643554
"s1","s5",0.182,28,20,0.01,0.61725019480161
"s2","s1",0.347,28,20,0.01,0.323099890499
"s2","s3",0.296,28,20,0.01,0.37634873246797
"s2","s4",0.024,28,20,0.01,1.91600094276227
"s2","s5",0.182,28,20,0.01,0.95654619632765
"s3","s1",0.182,28,20,0.01,0.885218134779651
"s3","s2",0.13,28,20,0.01,-0.83477509721799
"s3","s4",0.047,28,20,0.01,1.3411618943693
"s3","s5",0.173,28,20,0.01,-0.38980043949342
"s4","s1",0.099,28,20,0.01,-0.84401520104038
"s4","s2",0.124,28,20,0.01,-0.99591781490286
"s4","s3",0.222,28,20,0.01,-1.17155207706047
"s4","s5",0.226,28,20,0.01,0.84594429733602
"s5","s1",0.03,28,20,0.01,1.06181147509168
"s5","s2",0.19,28,20,0.01,-0.50066954685949
"s5","s3",0.372,28,20,0.01,-0.23269260136629
"s5","s4",0.101,28,20,0.01,0.83179869825638
"s1","s2",0.245,29,20,0.01,-1.1327853801517
"s1","s3",0.057,29,20,0.01,-1.46693343925664
"s1","s4",0.296,29,20,0.01,-0.55803792724298
"s1","s5",0.034,29,20,0.01,-1.46584791777017
"s2","s1",0.115,29,20,0.01,-1.15476635070101
"s2","s3",0.001,29,20,0.01,-1.91767333558556
"s2","s4",0.207,29,20,0.01,-0.832135988539
"s2","s5",0.108,29,20,0.01,-0.69419501967298
"s3","s1",0.053,29,20,0.01,-1.29567705460208
"s3","s2",0.296,29,20,0.01,-0.518160066817789
"s3","s4",0.157,29,20,0.01,-0.58318292634026
"s3","s5",0.375,29,20,0.01,0.54365444120524
"s4","s1",0.07,29,20,0.01,1.28748017024022
"s4","s2",0.485,29,20,0.01,-0.13855006303279
"s4","s3",0.432,29,20,0.01,0.21441636073684
"s4","s5",0.207,29,20,0.01,0.68120443206853
"s5","s1",0.381,29,20,0.01,0.11524339945753
"s5","s2",0.112,29,20,0.01,1.24036695730797
"s5","s3",0.487,29,20,0.01,0.0526770049438801
"s5","s4",0.181,29,20,0.01,1.32088357174321
"s1","s2",0.254,30,20,0.01,-0.40998658483812
"s1","s3",0.041,30,20,0.01,-1.85985314107099
"s1","s4",0.009,30,20,0.01,-2.20166089252547
"s1","s5",0.02,30,20,0.01,1.17464635871705
"s2","s1",0.381,30,20,0.01,-0.50629197312853
"s2","s3",0.201,30,20,0.01,0.74267768013205
"s2","s4",0.392,30,20,0.01,-0.21065608746025
"s2","s5",0.04,30,20,0.01,0.74064225407065
"s3","s1",0.518,30,20,0.01,0
"s3","s2",0.011,30,20,0.01,1.44153810927938
"s3","s4",0.001,30,20,0.01,-4.03825082256585
"s3","s5",0.215,30,20,0.01,-1.63410761501497
"s4","s1",0.397,30,20,0.01,-0.32775131464908
"s4","s2",0.439,30,20,0.01,0.0687699951837901
"s4","s3",0.02,30,20,0.01,1.2292816626947
"s4","s5",0.409,30,20,0.01,-0.77041649927307
"s5","s1",0.093,30,20,0.01,0.89922148709718
"s5","s2",0.357,30,20,0.01,-0.11547675227206
"s5","s3",0.21,30,20,0.01,0.651523732582531
"s5","s4",0.191,30,20,0.01,-0.45294126608806
"s1","s2",0.318,1,20,0.1,0.60675002924382
"s1","s3",0.36,1,20,0.1,-0.22795662387086
"s1","s4",0.169,1,20,0.1,1.26501053609936
"s1","s5",0.057,1,20,0.1,1.01667090056018
"s2","s1",0.453,1,20,0.1,0.0689570002198101
"s2","s3",0.066,1,20,0.1,-0.71532468544676
"s2","s4",0.106,1,20,0.1,0.46557627615815
"s2","s5",0.189,1,20,0.1,0.57349552289648
"s3","s1",0.024,1,20,0.1,1.36120852642122
"s3","s2",0.035,1,20,0.1,1.6160180730143
"s3","s4",0.501,1,20,0.1,0
"s3","s5",0.386,1,20,0.1,-0.14715598664219
"s4","s1",0.09,1,20,0.1,-0.58419741408505
"s4","s2",0.004,1,20,0.1,-3.28549806399248
"s4","s3",0.333,1,20,0.1,-0.57758558287757
"s4","s5",0.007,1,20,0.1,-1.82381219284257
"s5","s1",0.162,1,20,0.1,0.41398161235314
"s5","s2",0.323,1,20,0.1,-0.28434781516829
"s5","s3",0.401,1,20,0.1,0.15852543080128
"s5","s4",0.118,1,20,0.1,1.03544053244536
"s1","s2",0.144,2,20,0.1,1.34829135595853
"s1","s3",0.227,2,20,0.1,0.71307561740469
"s1","s4",0.382,2,20,0.1,0.28834365785402
"s1","s5",0.294,2,20,0.1,0.57042104229481
"s2","s1",0.02,2,20,0.1,0.81982343372925
"s2","s3",0.303,2,20,0.1,-0.33290552921217
"s2","s4",0.339,2,20,0.1,-0.22793513790442
"s2","s5",0.1,2,20,0.1,0.8876432855401
"s3","s1",0.06,2,20,0.1,0.78309898474439
"s3","s2",0.03,2,20,0.1,1.46349686828636
"s3","s4",0.198,2,20,0.1,0.88270787483706
"s3","s5",0.246,2,20,0.1,0.57591567365097
"s4","s1",0.425,2,20,0.1,-0.23785237717112
"s4","s2",0.263,2,20,0.1,0.17234479644567
"s4","s3",0.123,2,20,0.1,0.662049752471241
"s4","s5",0.034,2,20,0.1,-1.31869345153178
"s5","s1",0.434,2,20,0.1,-0.0930984438351699
"s5","s2",0.057,2,20,0.1,-1.1592013115467
"s5","s3",0.166,2,20,0.1,-0.42270260565942
"s5","s4",0.113,2,20,0.1,1.09975716856209
"s1","s2",0.106,3,20,0.1,-1.27112003839433
"s1","s3",0.418,3,20,0.1,0.18789529372369
"s1","s4",0.379,3,20,0.1,0.18390625394627
"s1","s5",0.327,3,20,0.1,-0.715134228813461
"s2","s1",0.439,3,20,0.1,0.2132084977047
"s2","s3",0.47,3,20,0.1,0.1551715201785
"s2","s4",0.414,3,20,0.1,0.13324538893146
"s2","s5",0.013,3,20,0.1,1.43221011434676
"s3","s1",0.093,3,20,0.1,2.10900113533368
"s3","s2",0.082,3,20,0.1,-1.25055810628393
"s3","s4",0.291,3,20,0.1,0.505394677591
"s3","s5",0.406,3,20,0.1,-0.15191742438708
"s4","s1",0.065,3,20,0.1,-1.49618193007863
"s4","s2",0.133,3,20,0.1,-0.82547326910466
"s4","s3",0.205,3,20,0.1,-0.43192807598717
"s4","s5",0.101,3,20,0.1,0.96635523655919
"s5","s1",0.074,3,20,0.1,-1.19130703500782
"s5","s2",0.454,3,20,0.1,0.17110617176118
"s5","s3",0.113,3,20,0.1,-1.80700180568718
"s5","s4",0.312,3,20,0.1,0.303036178339021
"s1","s2",0.162,4,20,0.1,-1.52306202275429
"s1","s3",0.339,4,20,0.1,-0.30272614044752
"s1","s4",0.114,4,20,0.1,0.52366028627427
"s1","s5",0.462,4,20,0.1,0.0827866404972708
"s2","s1",0.43,4,20,0.1,-0.05476045382711
"s2","s3",0.215,4,20,0.1,-1.20487805417192
"s2","s4",0.32,4,20,0.1,-0.33923866142116
"s2","s5",0.193,4,20,0.1,0.85281738663051
"s3","s1",0.288,4,20,0.1,0.59683335202459
"s3","s2",0.233,4,20,0.1,-0.67071944939572
"s3","s4",0.024,4,20,0.1,2.13112249601418
"s3","s5",0.27,4,20,0.1,0.3999037157373
"s4","s1",0.315,4,20,0.1,-0.41024738762024
"s4","s2",0.277,4,20,0.1,0.19320711761486
"s4","s3",0.49,4,20,0.1,0.0725299781563997
"s4","s5",0.249,4,20,0.1,0.35666978619299
"s5","s1",0.183,4,20,0.1,0.886157476163521
"s5","s2",0.014,4,20,0.1,1.60366173355333
"s5","s3",0.213,4,20,0.1,1.37848327880189
"s5","s4",0.333,4,20,0.1,0.1703429393577
"s1","s2",0.392,5,20,0.1,-0.26303421327192
"s1","s3",0.364,5,20,0.1,-0.14909485282497
"s1","s4",0.31,5,20,0.1,-0.43186601761468
"s1","s5",0.265,5,20,0.1,-0.34079561691423
"s2","s1",0.199,5,20,0.1,0.75345780811195
"s2","s3",0.037,5,20,0.1,-0.67748323810022
"s2","s4",0.077,5,20,0.1,-1.44017345820252
"s2","s5",0.401,5,20,0.1,-0.18563414894929
"s3","s1",0.195,5,20,0.1,0.51832933006858
"s3","s2",0.122,5,20,0.1,-1.14579166630763
"s3","s4",0.198,5,20,0.1,-0.932373808604829
"s3","s5",0.306,5,20,0.1,-0.740312332254121
"s4","s1",0.505,5,20,0.1,0
"s4","s2",0.164,5,20,0.1,-0.70719496544374
"s4","s3",0.213,5,20,0.1,-0.5860186800957
"s4","s5",0.436,5,20,0.1,-0.0603731785702499
"s5","s1",0.485,5,20,0.1,-0.03510389655959
"s5","s2",0.167,5,20,0.1,0.5126054460833
"s5","s3",0.148,5,20,0.1,-0.62349144689604
"s5","s4",0.378,5,20,0.1,0.938866616807569
"s1","s2",0.401,6,20,0.1,-0.12236492598642
"s1","s3",0.018,6,20,0.1,-1.5147661831328
"s1","s4",0.44,6,20,0.1,0.0966828864709899
"s1","s5",0.24,6,20,0.1,0.29764080470522
"s2","s1",0.415,6,20,0.1,-0.12811300738091
"s2","s3",0.402,6,20,0.1,-0.0598626371077
"s2","s4",0.304,6,20,0.1,-0.24414111915464
"s2","s5",0.304,6,20,0.1,0.26646745694198
"s3","s1",0.386,6,20,0.1,-0.29928546129298
"s3","s2",0.332,6,20,0.1,0.23338219598517
"s3","s4",0.443,6,20,0.1,-0.12094503004657
"s3","s5",0.058,6,20,0.1,-1.13375356007897
"s4","s1",0.381,6,20,0.1,-0.2748843806158
"s4","s2",0.499,6,20,0.1,0.00384749648195015
"s4","s3",0.061,6,20,0.1,0.8643244280395
"s4","s5",0.22,6,20,0.1,0.42056690968896
"s5","s1",0.141,6,20,0.1,0.83456768816826
"s5","s2",0.248,6,20,0.1,-0.32347483514925
"s5","s3",0.156,6,20,0.1,-0.38071882973867
"s5","s4",0.02,6,20,0.1,1.19684436234175
"s1","s2",0.152,7,20,0.1,-0.84051647137138
"s1","s3",0.171,7,20,0.1,-1.03821001726113
"s1","s4",0.39,7,20,0.1,-0.0872930075361102
"s1","s5",0.328,7,20,0.1,0.624418334599
"s2","s1",0.109,7,20,0.1,-1.06744813663083
"s2","s3",0.167,7,20,0.1,0.67100322588334
"s2","s4",0.32,7,20,0.1,-0.60173001187577
"s2","s5",0.272,7,20,0.1,-0.40607504480987
"s3","s1",0.291,7,20,0.1,-0.83576252563062
"s3","s2",0.035,7,20,0.1,1.17598247776503
"s3","s4",0.157,7,20,0.1,-1.08625387318996
"s3","s5",0.29,7,20,0.1,-0.58154371518232
"s4","s1",0.281,7,20,0.1,-0.59577720157262
"s4","s2",0.447,7,20,0.1,-0.0599176492078599
"s4","s3",0.487,7,20,0.1,-0.0430801282712698
"s4","s5",0.129,7,20,0.1,0.95859557933192
"s5","s1",0.023,7,20,0.1,-1.83320258298086
"s5","s2",0.123,7,20,0.1,-0.90447117377397
"s5","s3",0.274,7,20,0.1,-0.43686092895447
"s5","s4",0.232,7,20,0.1,-0.25824323662291
"s1","s2",0.112,8,20,0.1,-0.73987473071912
"s1","s3",0.335,8,20,0.1,0.2490016408314
"s1","s4",0.5,8,20,0.1,0.00691276792735973
"s1","s5",0.213,8,20,0.1,-0.87972356835717
"s2","s1",0.072,8,20,0.1,-1.32619808056536
"s2","s3",0.27,8,20,0.1,0.37093690890114
"s2","s4",0.383,8,20,0.1,-0.27819550690073
"s2","s5",0.12,8,20,0.1,0.99168131686896
"s3","s1",0.236,8,20,0.1,-0.5225770752103
"s3","s2",0.391,8,20,0.1,-0.13871159047551
"s3","s4",0.025,8,20,0.1,1.16130153859949
"s3","s5",0.455,8,20,0.1,-0.0121340903379901
"s4","s1",0.162,8,20,0.1,0.842540041297799
"s4","s2",0.317,8,20,0.1,0.2880982390157
"s4","s3",0.369,8,20,0.1,0.12386329288544
"s4","s5",0.261,8,20,0.1,0.64919602810685
"s5","s1",0.063,8,20,0.1,1.36302522272831
"s5","s2",0.235,8,20,0.1,-0.46089741496849
"s5","s3",0.003,8,20,0.1,1.38741771461688
"s5","s4",0.104,8,20,0.1,-0.80958755595655
"s1","s2",0.37,9,20,0.1,0.22420914129842
"s1","s3",0.273,9,20,0.1,0.2237525209785
"s1","s4",0.264,9,20,0.1,-0.5657032446618
"s1","s5",0.292,9,20,0.1,-0.67888799049391
"s2","s1",0.017,9,20,0.1,1.24873583702736
"s2","s3",0.111,9,20,0.1,-0.52303919977475
"s2","s4",0.244,9,20,0.1,-0.43651949548034
"s2","s5",0.453,9,20,0.1,-0.13407747503763
"s3","s1",0.319,9,20,0.1,-0.25065804476768
"s3","s2",0.055,9,20,0.1,0.73305957664796
"s3","s4",0.376,9,20,0.1,-0.32001828040814
"s3","s5",0.317,9,20,0.1,0.4834667736403
"s4","s1",0.01,9,20,0.1,1.34981581416367
"s4","s2",0.195,9,20,0.1,0.67098358916179
"s4","s3",0.392,9,20,0.1,-0.29750711266176
"s4","s5",0.372,9,20,0.1,0.47005437312854
"s5","s1",0.041,9,20,0.1,-1.55359161451846
"s5","s2",0.148,9,20,0.1,0.13902932886399
"s5","s3",0.344,9,20,0.1,-0.41811576744377
"s5","s4",0.407,9,20,0.1,-0.21303046790665
"s1","s2",0.457,10,20,0.1,-0.0467949706486799
"s1","s3",0.058,10,20,0.1,-1.51303160433653
"s1","s4",0.369,10,20,0.1,-0.87425464448241
"s1","s5",0.294,10,20,0.1,0.30673623969577
"s2","s1",0.112,10,20,0.1,-0.59294598840481
"s2","s3",0.275,10,20,0.1,0.33202421510062
"s2","s4",0.256,10,20,0.1,-0.47091956301861
"s2","s5",0.339,10,20,0.1,-0.25074663112401
"s3","s1",0.354,10,20,0.1,0.37593457959053
"s3","s2",0.071,10,20,0.1,-0.75411346878496
"s3","s4",0.392,10,20,0.1,0.32958534363544
"s3","s5",0.046,10,20,0.1,-0.99334194133635
"s4","s1",0.285,10,20,0.1,-0.39649655028399
"s4","s2",0.496,10,20,0.1,0.01513521564722
"s4","s3",0.409,10,20,0.1,0.160971418280941
"s4","s5",0.008,10,20,0.1,-1.52002513663968
"s5","s1",0.002,10,20,0.1,-2.40433304754589
"s5","s2",0.062,10,20,0.1,-1.27569127423671
"s5","s3",0.033,10,20,0.1,-0.55205642059707
"s5","s4",0.048,10,20,0.1,1.58025487396617
"s1","s2",0.34,11,20,0.1,-0.17782110134763
"s1","s3",0.459,11,20,0.1,0.0768941536147705
"s1","s4",0.164,11,20,0.1,-0.67596681339505
"s1","s5",0.488,11,20,0.1,-0.0302986476519402
"s2","s1",0.025,11,20,0.1,1.74866538577255
"s2","s3",0.361,11,20,0.1,0.28995520777702
"s2","s4",0.242,11,20,0.1,0.51485913851549
"s2","s5",0.176,11,20,0.1,-1.04301746192086
"s3","s1",0.197,11,20,0.1,-0.57817258141012
"s3","s2",0.285,11,20,0.1,0.67650167608511
"s3","s4",0.357,11,20,0.1,-0.10718610595521
"s3","s5",0.09,11,20,0.1,-1.2481105917372
"s4","s1",0.116,11,20,0.1,0.463190160626589
"s4","s2",0.222,11,20,0.1,-1.0279234334625
"s4","s3",0.204,11,20,0.1,-0.73056698828072
"s4","s5",0.315,11,20,0.1,-0.3429166387126
"s5","s1",0.068,11,20,0.1,-0.78624306458098
"s5","s2",0.326,11,20,0.1,-0.42652407928231
"s5","s3",0.049,11,20,0.1,-2.67742195371641
"s5","s4",0.145,11,20,0.1,0.56100728860096
"s1","s2",0.071,12,20,0.1,-1.04512609160971
"s1","s3",0.177,12,20,0.1,-0.9542875613779
"s1","s4",0.059,12,20,0.1,-1.49268139026981
"s1","s5",0.163,12,20,0.1,1.26243550432169
"s2","s1",0.455,12,20,0.1,0.0797298341154398
"s2","s3",0.442,12,20,0.1,0.22763161735336
"s2","s4",0.025,12,20,0.1,-1.60129883914244
"s2","s5",0.402,12,20,0.1,0.22965250090121
"s3","s1",0.467,12,20,0.1,0.0494906768872498
"s3","s2",0.039,12,20,0.1,1.43690992736542
"s3","s4",0.092,12,20,0.1,-1.19910728882289
"s3","s5",0.004,12,20,0.1,-3.58268817434054
"s4","s1",0.217,12,20,0.1,-0.647143479965281
"s4","s2",0.012,12,20,0.1,-1.84915427845743
"s4","s3",0.26,12,20,0.1,-0.85183517373097
"s4","s5",0.446,12,20,0.1,0.27981884114439
"s5","s1",0.006,12,20,0.1,1.25840329006577
"s5","s2",0.394,12,20,0.1,-0.14988073574062
"s5","s3",0.089,12,20,0.1,0.99051295179689
"s5","s4",0.354,12,20,0.1,-0.22337316363835
"s1","s2",0.277,13,20,0.1,-0.55914167771381
"s1","s3",0.124,13,20,0.1,0.8998052406638
"s1","s4",0.461,13,20,0.1,-0.092304254449
"s1","s5",0.443,13,20,0.1,-0.0841810479207701
"s2","s1",0.329,13,20,0.1,-0.35864456654408
"s2","s3",0.352,13,20,0.1,-0.19732721943219
"s2","s4",0.187,13,20,0.1,-0.59984122677499
"s2","s5",0.495,13,20,0.1,-0.0339473213438901
"s3","s1",0.419,13,20,0.1,-0.11266463725549
"s3","s2",0.23,13,20,0.1,-0.83115719711103
"s3","s4",0.149,13,20,0.1,-0.77534961633685
"s3","s5",0.136,13,20,0.1,-1.37915198732941
"s4","s1",0.356,13,20,0.1,0.14004388800504
"s4","s2",0.182,13,20,0.1,0.945165599087709
"s4","s3",0.091,13,20,0.1,1.26925292254996
"s4","s5",0.235,13,20,0.1,0.82511249944506
"s5","s1",0.415,13,20,0.1,0.16380926372423
"s5","s2",0.101,13,20,0.1,1.05493403111762
"s5","s3",0.213,13,20,0.1,0.67215195092098
"s5","s4",0.006,13,20,0.1,-1.96621257127508
"s1","s2",0.066,14,20,0.1,1.04045368136437
"s1","s3",0.056,14,20,0.1,3.57979378336348
"s1","s4",0.319,14,20,0.1,-0.24116396589176
"s1","s5",0.394,14,20,0.1,0.15826723249025
"s2","s1",0.107,14,20,0.1,1.16599549087107
"s2","s3",0.017,14,20,0.1,-1.60482475174353
"s2","s4",0.074,14,20,0.1,-1.22297847908126
"s2","s5",0.05,14,20,0.1,-1.98945525030449
"s3","s1",0.334,14,20,0.1,-0.41432279248404
"s3","s2",0.181,14,20,0.1,0.98894002774969
"s3","s4",0.351,14,20,0.1,0.19133850091632
"s3","s5",0.261,14,20,0.1,0.320764538999251
"s4","s1",0.302,14,20,0.1,0.31099062770652
"s4","s2",0.189,14,20,0.1,0.76952300661183
"s4","s3",0.339,14,20,0.1,0.16469712388116
"s4","s5",0.202,14,20,0.1,-1.19018160324817
"s5","s1",0.142,14,20,0.1,0.60840732014882
"s5","s2",0.445,14,20,0.1,0.24824519261624
"s5","s3",0.109,14,20,0.1,-0.73696777468368
"s5","s4",0.001,14,20,0.1,1.89295113822863
"s1","s2",0.366,15,20,0.1,0.0528484298148499
"s1","s3",0.274,15,20,0.1,0.30842771704804
"s1","s4",0.318,15,20,0.1,0.16424185589233
"s1","s5",0.497,15,20,0.1,-0.01316752461788
"s2","s1",0.384,15,20,0.1,0.14022087826784
"s2","s3",0.075,15,20,0.1,-1.0567791212136
"s2","s4",0.05,15,20,0.1,-1.30136625053386
"s2","s5",0.031,15,20,0.1,2.10967001495585
"s3","s1",0.462,15,20,0.1,-0.0585259767773603
"s3","s2",0.388,15,20,0.1,0.4535383029712
"s3","s4",0.354,15,20,0.1,0.44479101693357
"s3","s5",0.103,15,20,0.1,1.46902157669002
"s4","s1",0.052,15,20,0.1,1.12966865808305
"s4","s2",0.021,15,20,0.1,-0.96014621342146
"s4","s3",0.43,15,20,0.1,-0.0125220669670902
"s4","s5",0.22,15,20,0.1,0.83285287530388
"s5","s1",0.338,15,20,0.1,-0.37480676082995
"s5","s2",0.192,15,20,0.1,0.87324397789483
"s5","s3",0.062,15,20,0.1,-1.52077235299022
"s5","s4",0.36,15,20,0.1,0.491703447432259
"s1","s2",0.479,16,20,0.1,-0.0430092719679198
"s1","s3",0.313,16,20,0.1,-0.14367260253066
"s1","s4",0.131,16,20,0.1,-1.11159456826015
"s1","s5",0.096,16,20,0.1,0.95348398781842
"s2","s1",0.344,16,20,0.1,-0.16526732094368
"s2","s3",0.246,16,20,0.1,-0.53349393821778
"s2","s4",0.138,16,20,0.1,-0.56395507427482
"s2","s5",0.036,16,20,0.1,1.63578853142007
"s3","s1",0.248,16,20,0.1,0.45320724663378
"s3","s2",0.141,16,20,0.1,-0.64946123897231
"s3","s4",0.374,16,20,0.1,0.23203153449267
"s3","s5",0.019,16,20,0.1,1.99382012925746
"s4","s1",0.181,16,20,0.1,0.755682504678691
"s4","s2",0.242,16,20,0.1,-0.39693726899964
"s4","s3",0.23,16,20,0.1,-0.37590578004243
"s4","s5",0.148,16,20,0.1,0.7539997703386
"s5","s1",0.221,16,20,0.1,0.57918004187124
"s5","s2",0.312,16,20,0.1,-0.36547533812168
"s5","s3",0.495,16,20,0.1,0.0302846133461898
"s5","s4",0.31,16,20,0.1,0.42769213451513
"s1","s2",0.19,17,20,0.1,-0.54811432348497
"s1","s3",0.46,17,20,0.1,-0.0480971891260502
"s1","s4",0.127,17,20,0.1,-0.76227473125842
"s1","s5",0.154,17,20,0.1,0.56906783350679
"s2","s1",0.339,17,20,0.1,-0.4142894518884
"s2","s3",0.503,17,20,0.1,0
"s2","s4",0.18,17,20,0.1,0.89587948786816
"s2","s5",0.376,17,20,0.1,0.22572518199379
"s3","s1",0.397,17,20,0.1,-0.10722089681782
"s3","s2",0.441,17,20,0.1,-0.18000014579928
"s3","s4",0.361,17,20,0.1,-0.24256067975635
"s3","s5",0.467,17,20,0.1,-0.0462673902869297
"s4","s1",0.196,17,20,0.1,0.4272955323315
"s4","s2",0.485,17,20,0.1,-0.0380866085778004
"s4","s3",0.004,17,20,0.1,1.61210673575711
"s4","s5",0.447,17,20,0.1,0.1071843724416
"s5","s1",0.086,17,20,0.1,-0.62680358083663
"s5","s2",0.451,17,20,0.1,-0.0976259609319303
"s5","s3",0.062,17,20,0.1,1.15095064102504
"s5","s4",0.396,17,20,0.1,-0.11785962825857
"s1","s2",0.225,18,20,0.1,-0.898406886194191
"s1","s3",0.3,18,20,0.1,-0.45859656110588
"s1","s4",0.375,18,20,0.1,0.25126882153128
"s1","s5",0.215,18,20,0.1,-1.6013995278138
"s2","s1",0.446,18,20,0.1,0.05204599723035
"s2","s3",0.04,18,20,0.1,1.40939643109556
"s2","s4",0.061,18,20,0.1,-0.70070595828801
"s2","s5",0.064,18,20,0.1,-1.0398013079894
"s3","s1",0.12,18,20,0.1,-0.91626803472156
"s3","s2",0.255,18,20,0.1,0.61755207509071
"s3","s4",0.396,18,20,0.1,0.17042010338415
"s3","s5",0.039,18,20,0.1,1.08033322608853
"s4","s1",0.421,18,20,0.1,-0.14700941405417
"s4","s2",0.201,18,20,0.1,-0.5991919586907
"s4","s3",0.321,18,20,0.1,-0.19215271099264
"s4","s5",0.087,18,20,0.1,-0.77443300221694
"s5","s1",0.339,18,20,0.1,0.358699564569469
"s5","s2",0.217,18,20,0.1,-0.50731177315709
"s5","s3",0.056,18,20,0.1,-1.1096993251438
"s5","s4",0.271,18,20,0.1,-0.39776731878353
"s1","s2",0.476,19,20,0.1,-0.11481608689421
"s1","s3",0.001,19,20,0.1,2.62440785598228
"s1","s4",0.045,19,20,0.1,1.21751941725182
"s1","s5",0.05,19,20,0.1,1.27554521622811
"s2","s1",0.119,19,20,0.1,1.14946040474479
"s2","s3",0.004,19,20,0.1,-1.95432891169697
"s2","s4",0.478,19,20,0.1,0.0317618733054901
"s2","s5",0.357,19,20,0.1,0.44730250168226
"s3","s1",0.378,19,20,0.1,0.22099776357046
"s3","s2",0.151,19,20,0.1,0.78399022252418
"s3","s4",0.06,19,20,0.1,-1.73411228069903
"s3","s5",0.214,19,20,0.1,-0.2573689599506
"s4","s1",0.088,19,20,0.1,-1.49467407898882
"s4","s2",0.358,19,20,0.1,-0.25216341590908
"s4","s3",0.253,19,20,0.1,-0.52117874378804
"s4","s5",0.041,19,20,0.1,-1.27192295877614
"s5","s1",0.139,19,20,0.1,0.76029267499756
"s5","s2",0.004,19,20,0.1,-1.60971724715764
"s5","s3",0.163,19,20,0.1,-0.48596142539695
"s5","s4",0.146,19,20,0.1,-0.73209961247787
"s1","s2",0.24,20,20,0.1,0.705756692768809
"s1","s3",0.183,20,20,0.1,1.14044405848565
"s1","s4",0.433,20,20,0.1,-0.22350924430726
"s1","s5",0.23,20,20,0.1,-0.95164036212992
"s2","s1",0.122,20,20,0.1,0.67565321201981
"s2","s3",0.09,20,20,0.1,0.48061615503075
"s2","s4",0.401,20,20,0.1,0.16049572114405
"s2","s5",0.076,20,20,0.1,1.46381707613466
"s3","s1",0.478,20,20,0.1,-0.0508489352719295
"s3","s2",0.356,20,20,0.1,0.29858887671724
"s3","s4",0.14,20,20,0.1,0.75641382456665
"s3","s5",0.337,20,20,0.1,-0.9872322912664
"s4","s1",0.422,20,20,0.1,-0.0972598851574604
"s4","s2",0.438,20,20,0.1,-0.16775400649591
"s4","s3",0.353,20,20,0.1,0.40458543858341
"s4","s5",0.126,20,20,0.1,-0.60866539520765
"s5","s1",0.269,20,20,0.1,-0.536874980996879
"s5","s2",0.407,20,20,0.1,-0.23262299417201
"s5","s3",0.461,20,20,0.1,-0.12150441508413
"s5","s4",0.129,20,20,0.1,0.96977202044867
"s1","s2",0.256,21,20,0.1,-0.18546300920258
"s1","s3",0.267,21,20,0.1,0.49361058869832
"s1","s4",0.377,21,20,0.1,0.3762345445686
"s1","s5",0.012,21,20,0.1,-1.58213039589216
"s2","s1",0.09,21,20,0.1,0.84652446976697
"s2","s3",0.002,21,20,0.1,-2.38854661873839
"s2","s4",0.027,21,20,0.1,-1.44191730656912
"s2","s5",0.39,21,20,0.1,0.31145377318935
"s3","s1",0.196,21,20,0.1,-0.83170257457497
"s3","s2",0.371,21,20,0.1,0.3501228031429
"s3","s4",0.167,21,20,0.1,1.41150474338868
"s3","s5",0.126,21,20,0.1,0.81162363654846
"s4","s1",0.293,21,20,0.1,-0.37528052068541
"s4","s2",0.333,21,20,0.1,0.28469240775009
"s4","s3",0.137,21,20,0.1,-1.88377863701381
